,movie,vid_ids,views,likes,dislikes,comments
2219,Everybody's Fine,FnJdK1EcmEY,512099,3737,104,117
2220,Superbabies: Baby Geniuses 2,hyJuSjpoMfg,318586,1505,924,350
2221,The Man,qwbFCkMF4e4,93013,278,16,23
2222,Code Name: The Cleaner,Elup9kTFKhk,91309,332,19,12
2223,Connie and Carla,B-UiWexA8CQ,129506,484,24,27
2224,Sweet Charity,i2SZpEDYnJA,13123,82,3,5
2225,Inherent Vice,wZfs22E7JmI,6650308,18817,1171,1832
2226,Doogal,KQnMcqiuTJU,282899,2329,277,0
2227,Battle of the Year,QibqRB9Gs9k,3662582,12421,698,1366
2228,An American Carol,J2BKVsjtnWs,77164,326,232,113
2229,Machete Kills,DwbG64YC-vQ,2388643,8486,576,512
2230,Willard,rV0NN2eFVqE,128333,1138,54,142
2231,Strange Wilderness,ZKyowLXH8sk,584836,,,
2232,Topsy-Turvy,DPZ3fPjgV8E,2177,21,1,1
2233,Little Boy,b_BdzqsIX6A,7420784,33064,1649,2596
2234,A Dangerous Method,pjyP9DjUdVk,791707,2167,93,120
2235,A Scanner Darkly,hkjDUERgCQw,2298975,27902,463,2198
2236,Chasing Mavericks,vkwCQH6IVhM,651616,3800,132,143
2237,Alone in the Dark,b4VtV83RKh4,10997,295,7,48
2238,Bandslam,jEMYlDrjuc0,232750,781,69,84
2239,Birth,kxfev3lZTZo,17427,83,3,7
2240,A Most Violent Year,o87gG7ZlEAg,2700960,5407,289,567
2241,Passchendaele,I6WYHagWdeE,612055,911,53,819
2242,Flash of Genius,0Biy-okZ0l8,361551,1013,35,83
2243,I'm Not There.,MFUEofAr9GA,411694,3660,54,159
2244,The Cold Light of Day,qxJpe8d2dBQ,385395,1619,71,62
2245,The Brothers Bloom,S-TvYHaUP1I,21758,64,3,2
2246,"Synecdoche, New York",XIizh6nYnTU,1794191,6261,164,783
2247,Princess Mononoke,4OiMOHRDs14,6042354,41559,897,2156
2248,Bon voyage,ogRr54yq5no,6297,17,0,4
2249,Can't Stop the Music,wqeQWYwVFo0,57838,503,20,79
2250,The Proposition,vz_QY84SMco,20422,73,2,14
2251,My All American,udOir1ucj38,1490740,8578,197,267
2252,Marci X,sVAKwk-gw-w,10606,102,9,6
2253,Equilibrium,raleKODYeg0,2951517,10829,509,1038
2254,The Children of Huang Shi,NydpkXCB0o4,117192,210,11,18
2255,The Yards,udKtT5xkF_0,111948,285,21,42
2256,The Oogieloves in the Big Balloon Adventure,Z2zgHbFE4lg,74246,234,893,0
2257,By the Sea,y08gxV5tHUQ,1322188,1502,169,103
2258,Steamboy,bI7-bx8QqZ8,243643,954,25,168
2259,The Game of Their Lives,1H2fRn8PStw,137406,157,7,57
2260,All Good Things,6rTd81E226U,622556,1456,66,87
2261,Rapa Nui,4d_oapAqo6k,95470,522,15,58
2262,CJ7,ZePBF0bBdz8,1651625,5907,335,513
2263,The Visitors II: The Corridors of Time,sdEbOkbO0s8,96763,91,5,12
2264,Dylan Dog: Dead of Night,_mqp4QA9Om0,293138,1202,133,122
2265,People I Know,Ebv9_rNb5Ig,6903312,18505,1023,1562
2266,The Tempest,KOOdxnv4Ik8,333363,1191,99,47
2267,Regression,-pBwIsVGaL4,10284538,30516,1057,2086
2268,Three Kingdoms: Resurrection of the Dragon,H0DPeGu9n64,150171,302,14,22
2269,Butterfly on a Wheel,H0W2LCesfu8,190529,342,32,23
2270,Zambezia,pT5rSNHbMGA,129293,342,261,0
2271,Ramanujan,mUXwGX70n4Y,572865,2922,100,328
2272,Dwegons,8c0wMN85kfI,4560,28,15,6
2273,Hands of Stone,LxocWVbC4Is,713808,2686,104,325
2274,Survivor,yvkhoqo6QQ4,5833269,11006,616,632
2275,The Frozen Ground,GZSo12hMuKE,1631347,3255,173,429
2276,The Painted Veil,Ftkmhs8BEms,428488,1490,48,80
2277,The Baader Meinhof Complex,6IVKAAsqcrI,324792,754,51,300
2278,Dances with Wolves,uc8NMbrW7mI,932162,3613,149,252
2279,Bad Teacher,GahC5cVsU6A,3750732,20527,834,654
2280,Sea of Love,8DQJIoyqn7w,507081,976,41,113
2281,A Cinderella Story,B_VFs9j95gc,3089773,17696,412,407
2282,Scream,beToTslH17s,16001881,114892,2925,13291
2283,Thir13en Ghosts,n1yZl9HVLd0,1766583,8835,377,800
2284,The Shining,S014oGZiSdI,1077335,4332,221,244
2285,Back to the Future,qvsgGtivCgs,2560646,10693,322,780
2286,House on Haunted Hill,nfhy9nWG6Gw,169356,1039,28,122
2287,I Can Do Bad All By Myself,nkUvBCW-tS4,832895,4182,118,201
2288,Fight Valley,Vq8pelknnlU,131748,304,96,66
2289,The Switch,sTDzGVO-C38,482271,2780,85,67
2290,Just Married,9m55tto-T1Y,1520643,2582,127,131
2291,The Devil's Double,2-MsGEWFiYg,3856814,17520,1031,1069
2292,Thomas and the Magic Railroad,LTizNBmz90M,521684,,,
2293,The Crazies,J7w9uWFIMBs,3593702,10054,374,2257
2294,Spirited Away,ByXuk9QqQkk,12680043,103688,2179,7570
2295,Firestorm,IkvI4Y0toJg,226032,502,31,28
2296,The Bounty,cEaxoITrpWU,292630,789,27,125
2297,The Book Thief,92EBSmxinus,5980929,29664,717,3636
2298,Sex Drive,YA9yYmxW9MY,163497,559,48,44
2299,Leap Year,HrlQBsd8LsE,3907005,18214,482,951
2300,The Fall of the Roman Empire,yJlxa64mKro,64005,509,17,60
2301,Take Me Home Tonight,ZsSNCmGUK2I,4956487,10586,385,1655
2302,Won't Back Down,busgdBQE9M0,142917,849,24,36
2303,The Nutcracker,BXfxLIuNJvw,5950849,45492,3480,4565
2304,Kansas City,H9PFVthayBE,6534,47,0,2
2305,Indignation,ELKsrUssyQE,6242856,40448,988,1322
2306,The Amityville Horror,c5Maq9H1lZ8,3661685,14367,551,805
2307,Adaptation.,c6woPWN7X5U,169571,1234,14,98
2308,Land of the Dead,4Wfj5Jc10ZI,458654,2191,160,3
2309,Out of Inferno,7naKQC7No-U,15804,50,4,2
2310,Fear and Loathing in Las Vegas,tnvJ5xtZpi0,211951,911,41,62
2311,The Invention of Lying,RhRnmyBjOLs,949535,6508,199,364
2312,Neighbors,kL5c2szf3E4,18371688,59335,1985,2655
2313,The Mask,LZl69yk5lEY,1553103,8896,431,459
2314,Big,BGDTNhHYJ94,403531,2379,81,151
2315,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,vlnUa_dNsRQ,1720404,6606,368,320
2316,Legally Blonde,Phm3lpdR3_g,101888,786,18,53
2317,Star Trek III: The Search for Spock,aCgWzlxnqhc,16669,217,3,17
2318,The Exorcism of Emily Rose,Bi-PLwxwvy8,2610632,22797,763,1224
2319,Deuce Bigalow: Male Gigolo,Zpzb2hIp8co,514747,1754,99,85
2320,Left Behind,GrXe8YDbzYs,8400051,20330,3292,7115
2321,The Family Stone,Xcax2cwxuBg,379587,1191,48,112
2322,Barbershop 2:  Back in Business,BORZRHsk2EA,285530,852,29,24
2323,Bad Santa,xQvaoRScND4,1585684,3322,239,230
2324,Austin Powers: International Man of Mystery,5vsANcS4Ml8,505818,2524,97,107
2325,My Big Fat Greek Wedding 2,JQ-1Ts3BChM,5283178,9011,427,875
2326,Diary of a Wimpy Kid: Rodrick Rules,U3gnyS-n7SE,135417,977,21,89
2327,Predator,WaG1KZqrLvM,14057361,103467,8555,12875
2328,Amadeus,r7kWQj9FCGY,1101951,7623,158,426
2329,Prom Night,krNmjJpXUHU,343811,891,53,173
2330,Mean Girls,oDU84nmSDZY,1369793,14330,290,451
2331,Under the Tuscan Sun,vdJGMZDY0-8,1310285,,,
2332,Gosford Park,dvN9Lzq05wE,81467,132,10,20
2333,Peggy Sue Got Married,joT1q31AuxA,111097,443,22,52
2334,Birdman,uJfLoE6hanc,15346172,36112,3237,5299
2335,Blue Jasmine,4_f--aY0poI,838305,3273,189,228
2336,United 93,yQdjDtlK3uQ,1543187,5834,254,585
2337,Honey,9gPkNpqP-2k,2264716,7682,232,245
2338,Spy Hard,q7eXHlWfulI,94250,493,19,31
2339,The Fog,nOZwnivtLbc,874737,3312,136,538
2340,Soul Surfer,_KlpD6dr7Qw,1866526,10089,240,312
2341,Catch-22,JARn16yojbQ,7067209,8335,243,512
2342,Observe and Report,jYwaWngXRqU,254012,1315,76,111
2343,Conan the Destroyer,wbjjhKaoZKs,321284,1272,70,60
2344,Raging Bull,yUp6d79WRVI,692258,4865,68,294
2345,Love Happens,lqp_PwvIwb0,3066068,9981,238,186
2346,Young Sherlock Holmes,PVTHS6vyOZw,17707,,,
2347,Fame,58krrT-CXbY,325432,1928,38,58
2348,127 Hours,OlhLOWTnVoQ,13599070,46118,1175,7703
2349,Small Time Crooks,QjjTjYtnsH4,10265,84,3,
2350,Center Stage,_o_jUndB1ZA,216747,2677,33,49
2351,Love the Coopers,-TSX_0rwPNc,6170732,23335,911,733
2352,Catch That Kid,beER2ztu1PE,392016,1270,52,172
2353,Life as a House,wWBQ5ra0jP0,195565,910,19,55
2354,Steve Jobs,aEr6K1bwIVs,15951429,74097,5579,6265
2355,"I Love You, Beth Cooper",7DNNgvnnWLA,3648035,8471,354,335
2356,Youth in Revolt,1gBnVf130uU,148386,529,22,295
2357,The Legend of the Lone Ranger,8mlbnbHR_gI,2600,24,0,2
2358,The Tailor of Panama,if887QzvTiw,169111,686,33,89
2359,Blow Out,rDve1A5EAvk,229105,1418,22,131
2360,Getaway,7ZF4jzMJ1oI,2446373,12431,463,1076
2361,The Ice Storm,bNRJsanqOCE,74773,321,22,41
2362,And So It Goes,QHFkp5IpKNo,835834,1724,125,67
2363,Troop Beverly Hills,XsBTHi7S220,60775,442,15,35
2364,Being Julia,lqJ_Wgl_VxI,11911,61,6,11
2365,Nine 1/2 Weeks,t3keg9KJYm4,90577,492,8,68
2366,Dragonslayer,RSWznYdY_e8,147833,577,20,118
2367,The Last Station,NtQ_wKGceLg,18851,126,2,0
2368,Ed Wood,CawVaHxWvnA,1065297,4436,75,408
2369,Labor Day,QOQL3Xi8dPE,1377853,3268,146,360
2370,Mongol: The Rise of Genghis Khan,miMYoTL5qlE,57084,544,22,14
2371,RockNRolla,TdpR8VuvbCM,1511225,3586,246,150
2372,Megaforce,Q9yPSkQTLlA,152528,664,64,159
2373,Hamlet,Zp6gh_aT8N8,365810,1877,58,93
2374,Mao's Last Dancer,BMaI83hdPJA,16639,103,6,6
2375,Midnight Special,1zuQTmVCEn4,4248550,10899,582,972
2376,Anything Else,8X5mfrqRFDc,8390,91,2,
2377,The Railway Man,bbS_dYEwf2M,692702,2533,94,255
2378,The White Ribbon,DPJxt6Vj2l4,12642,65,2,0
2379,Restoration,CvsAuHYBgEQ,158022,1020,53,72
2380,The Wraith,hC1DRl26Guo,369819,2060,44,195
2381,Salton Sea,hvkGhYkF2nw,189405,733,41,76
2382,Metallica: Through the Never,2Z-g053X390,1211988,6991,345,826
2383,The Informers,pmkQw_YgfPU,40163,131,15,1
2384,Carlos,kLrzMibJWuk,139392,530,24,47
2385,I Come with the Rain,l_CymtKfZxY,161447,198,17,34
2386,One Man's Hero,6DIs0_anHAc,25035,92,4,17
2387,Day of the Dead,o8ux3fFI5MQ,263787,3082,734,562
2388,I Am Wrath,e-NUKZIGsm8,1650064,4414,516,832
2389,Renaissance,AegD8h02FD8,147011,3548,131,349
2390,Red Sonja,kUHsZEo4I24,720850,1175,71,248
2391,Red Lights,Gxsl3yCZje4,565137,2152,77,191
2392,Superbad,4eaZ_48ZYog,1947936,15111,279,404
2393,Madea Goes to Jail,K5qXq4M2Uv0,174939,541,28,67
2394,Wolves,NTlHVvvC4U0,1051832,3015,168,193
2395,Step Up 2: The Streets,5CxCeZwZnfE,1072453,2931,106,98
2396,Hoodwinked!,_WGv6Rgp72k,197176,627,50,0
2397,Hotel Rwanda,4dd8rX5Dy_Q,635514,2611,103,238
2398,Hitman,alQlJDRnQkE,21917271,84257,5719,8538
2399,Black Nativity,yfhupIQ1JnE,499863,1600,110,256
2400,The Prince,jGxOken3-lc,2558392,10753,11222,4612
2401,City of Ghosts,jBeqGcMaC-A,902506,2157,252,135
2402,The Others,C7pKqaPtMiA,2228424,11694,407,664
2403,Aliens,oSeQQlaCZgU,291627,1981,60,246
2404,My Fair Lady,ZJBM6qs22sE,204713,1391,26,65
2405,I Know What You Did Last Summer,P7PqRDJiWkU,4270421,6034,672,1043
2406,Let's Be Cops,UKIAZjs__Xc,5985037,14046,856,1065
2407,Sideways,DGP8PwCpxLk,49793,236,11,17
2408,Beerfest,aDaxX_bGsDc,405614,855,73,55
2409,Halloween,ek1ePFp-nBI,35937254,362300,13496,46830
2410,Good Boy!,zPXqwAGmX04,22417065,55417,6282,5317
2411,The Best Man Holiday,k6iNiJivOOQ,2357190,7248,375,699
2412,Smokin' Aces,ohhxbsp8Mss,1340425,3611,194,240
2413,Saw: The Final Chapter,xC7yCELivB8,943293,1270,122,237
2414,40 Days and 40 Nights,oMDXmDOyWE8,764808,3327,156,196
2415,A Night at the Roxbury,xp5jXz6Ho_M,146910,1033,21,53
2416,Beastly,vum62JOVuwY,1949554,3545,294,608
2417,The Hills Have Eyes,CUQd9OB75dw,1461502,8819,378,830
2418,Dickie Roberts: Former Child Star,u51-0sIYINU,340019,780,66,134
2419,"McFarland, USA",74eJaVQFybI,4363025,16181,611,0
2420,Lottery Ticket,N2u5JvA5sCs,2106380,21715,623,405
2421,ATL,qYGxqPmxDfw,376004,1728,58,23
2422,Pitch Perfect,8dItOM6eYXY,4311368,14130,418,611
2423,Summer Catch,dub5wacnpDU,310009,879,29,40
2424,A Simple Plan,_TXB2qTJMRE,76878,303,9,93
2425,They,xAN1ThhTWsE,9468111,265192,2781,12964
2426,Larry the Cable Guy: Health Inspector,shvKG0YwOqs,159959,335,51,28
2427,The Adventures of Elmo in Grouchland,BLCSFQPmmN8,487831,749,125,0
2428,Brooklyn's Finest,HUMC8rh6uuE,2351443,2915,132,861
2429,55 Days at Peking,51NX01xyxKo,25600,314,6,26
2430,Evil Dead,Im6koyYDwcA,1657723,12983,865,1608
2431,My Life in Ruins,AkRMBRxC_Gk,2085319,2806,235,536
2432,American Dreamz,WV9etUQG7mo,58133,148,13,7
2433,Superman IV: The Quest for Peace,jwuB2ub5aek,121168,701,53,127
2434,How She Move,ISWUitp4kTk,42654,67,4,9
2435,Running Scared,Qt2AyS-Zinw,96666,406,16,49
2436,Bobby Jones: Stroke of Genius,9swoJxKBFvQ,14368,117,5,12
2437,Shanghai Surprise,NbW06buYw0Y,33003,281,11,24
2438,The Illusionist,i0xO64icGSY,2004524,3496,194,219
2439,Roar,cny_D50Rr44,874885,2891,177,362
2440,Veronica Guerin,VMpOJFOahqw,120781,288,14,51
2441,Escobar: Paradise Lost,CSen29S0DLE,6795623,21054,1141,1687
2442,Southland Tales,9A82ciNC7jk,155432,927,62,195
2443,Dragon Hunters,KFQmAZ23i1s,37022,176,8,0
2444,Damnation Alley,Wmui7WAO-mQ,90533,480,17,111
2445,The Apparition,mkmzXVwLtH0,5204453,9409,1005,2497
2446,My Girl,VDphy_R8z6g,568619,6899,102,0
2447,Fur: An Imaginary Portrait of Diane Arbus,SODvv2xxvgI,207240,773,37,28
2448,Wall Street,iszwuX1AK6A,27528802,144067,4137,12713
2449,Sense and Sensibility,G0XvqB1ENzs,115623,812,18,24
2450,Becoming Jane,qmd-ej9Hx20,4242350,43295,463,756
2451,Sydney White,N-Hua-wJzVc,4101073,19476,326,339
2452,House of Sand and Fog,8Y-0cSERrvE,16136,115,3,13
2453,Dead Poets Society,ye4KFyWu2do,730307,14821,79,428
2454,Dumb and Dumber,l13yPhimE3o,2021190,7836,308,299
2455,When Harry Met Sally...,vmSpCLefjnw,892840,3996,77,128
2456,The Verdict,wwqUtCeODOk,30576,125,2,14
2457,Road Trip,ndri5CeMjI4,35482,181,8,8
2458,Varsity Blues,zhkun7sUeeY,76465,398,20,56
2459,The Artist,YB9Oq0hn5KY,469338,3478,79,262
2460,The Unborn,H_yYzY-E3Cc,1161311,4252,245,215
2461,Moonrise Kingdom,7N8wkVA4_8s,6057917,23046,661,2825
2462,The Texas Chainsaw Massacre: The Beginning,2gYGzJDt8HQ,322313,913,39,181
2463,The Young Messiah,pVfmdLO2Ui8,2446873,9298,2656,3592
2464,The Master of Disguise,bF4wRsKKrdw,284943,1147,222,331
2465,Pan's Labyrinth,jVZRnnVSQ8k,134888,1354,40,64
2466,See Spot Run,xkdudZ54OnE,283631,464,33,80
2467,Baby Boy,kgwOhuEft5Y,138727,1546,30,100
2468,The Roommate,6LFRQNH3BnA,868908,2314,136,230
2469,Joe Dirt,FpHIIE9Lois,1219889,2539,198,320
2470,Double Impact,6IDVNSO4mt4,149104,582,15,81
2471,Hot Fuzz,ayTnvVpj9t4,4618765,15108,508,941
2472,The Women,RlxwcwESDkQ,915799,1181,131,189
2473,Vicky Cristina Barcelona,B-RdUcXAKiw,2140323,5229,249,210
2474,Arn: The Knight Templar,3RgVW47nY_Y,278613,925,52,129
2475,Boys and Girls,l36mwko3TP0,15639,72,0,3
2476,White Oleander,Qxq5P_t4uF8,319556,1276,50,111
2477,Jennifer's Body,C8azftM5puI,2645574,15708,529,789
2478,Drowning Mona,WUapG9Ma3uw,73261,148,11,21
2479,Radio Days,CEd8tjKsYT4,16834,161,4,
2480,Remember Me,iFFas72-dTY,2292958,15501,349,848
2481,How to Deal,M3WXNjo6d8M,522115,701,32,153
2482,My Stepmother is an Alien,bn_UVNRl_k8,131865,297,24,44
2483,Philadelphia,cl4B9AU45P4,2030706,4323,150,535
2484,The Thirteenth Floor,XF6etkcJp_c,306565,1805,71,214
2485,The Cookout,oEiF8EH1W6U,104462,528,39,32
2486,Meteor,LSJf5gwmsgQ,6708,53,0,11
2487,Duets,IOSNdpxiLaU,54473,138,11,16
2488,Hollywood Ending,rDQ5ruZFu5M,10652,123,2,
2489,Detroit Rock City,T-nw7MEquQg,231184,1776,50,101
2490,Highlander,omOZyLmNMJs,1537395,5686,237,568
2491,Things We Lost in the Fire,ckShsubkeeY,14080,76,2,6
2492,Steel,-bAWWmLfkWo,626822,3327,224,613
2493,The Immigrant,7MsJYEIiIfs,440012,1796,151,97
2494,The White Countess,JQf4ZWpdv7k,2973,18,0,1
2495,Trance,8zBilTaofZA,711356,3266,98,196
2496,Soul Plane,DXrl5K6HngY,270558,839,65,58
2497,Welcome to the Sticks,SLRTtHByPn4,332706,482,41,9
2498,Good,zPXqwAGmX04,22417059,55417,6282,5317
2499,Enter the Void,_tG_b5zaT9Y,1246330,10992,194,627
2500,Vamps,KhzHXrTzATo,830079,5413,414,286
2501,Hachi: A Dog's Tale,TIl2o1hm1F4,1955897,14428,222,988
2502,Zulu,T0P4eW-DLiI,178464,389,40,23
2503,The Homesman,u6uQkoXKGxM,501269,1796,75,186
2504,Juwanna Mann,2_69TQPNIac,83163,554,21,127
2505,Ararat,tne7D73Zmqg,37900,110,36,18
2506,Madison,noflcqYIfuc,243901,6284,196,717
2507,Slow Burn,v89gdKBSqz4,19691,33,3,12
2508,Wasabi,l0BtQUa4EYI,330841,486,49,14
2509,Slither,SI0BcgVdSWg,948284,3596,217,211
2510,Beverly Hills Cop,oc3sPICXZLs,109260,1000,22,70
2511,Home Alone,2BkVf2voCr0,4048484,29806,103631,18199
2512,Three Men and a Baby,ohBNZZKmtnw,486442,1615,55,169
2513,Tootsie,4U9hfQujTcM,123768,718,25,61
2514,Top Gun,qSqVVswa420,35628237,363401,15304,36361
2515,"Crouching Tiger, Hidden Dragon",-jTdOdcMKoY,215264,1172,36,68
2516,American Beauty,Ly7rq5EsTC8,1616173,8097,459,385
2517,The King's Speech,EcxBrTvLbBM,985049,8287,157,244
2518,Twins,qtlB7q96NMs,348760,1594,58,100
2519,The Yellow Handkerchief,njxPGjkMdno,1017443,1747,81,200
2520,The Color Purple,HzGrDgu08r8,826988,3904,151,139
2521,Tidal Wave,kYO1fU0hfjc,660898,2186,126,96
2522,The Imitation Game,nuPZUUED5uk,6558904,35631,822,1568
2523,Private Benjamin,KTuip4gVJWg,173112,783,22,45
2524,Coal Miner's Daughter,V8I2cF51Npc,532369,2108,75,156
2525,Diary of a Wimpy Kid,VKhCPUa-glo,4223078,141716,11386,12429
2526,Mama,7Am7i7uM9r0,15624239,48754,3673,5568
2527,National Lampoon's Vacation,FHThGmVfE3A,638791,2393,96,178
2528,Bad Grandpa,tctgUr147zA,7564330,34156,1250,3451
2529,The Queen,mqL42sjb96I,1618301,7506,235,454
2530,Beetlejuice,ickbVzajrk0,1944462,11551,352,494
2531,Why Did I Get Married?,COjDsU0K0fw,373450,1411,30,34
2532,Little Women,AST2-4db4ic,17032416,169141,4988,8189
2533,The Woman in Black,VnY0fEV30Wk,864255,5543,217,603
2534,When a Stranger Calls,1U8QyDsjgIo,858676,3693,165,498
2535,Big Fat Liar,bpc2wgc_b3E,419378,1403,61,0
2536,The Deer Hunter,UWXIOeYKjXo,77790,260,13,41
2537,Wag the Dog,steA_PZPkc8,331856,2653,87,375
2538,The Lizzie McGuire Movie,eIm8g4IA_1Y,1247743,2601,96,520
2539,Snitch,rieI5g9fgRc,8505616,16141,747,1877
2540,Krampus,h6cVyoMH4QE,20540141,85781,5600,10559
2541,The Faculty,praQkvivkUE,277268,1627,57,101
2542,What's Love Got to Do with It,4YMzT2Uelts,110411,692,25,30
2543,Cop Land,DWLFW9iAr-E,136715,909,31,67
2544,Not Another Teen Movie,GXD22oySnok,1925397,6959,246,269
2545,End of Watch,9mQYxib26FM,1269820,6878,189,406
2546,The Skulls,aQ3LqlDbwOo,55738,244,11,28
2547,The Theory of Everything,Salz7uGp72c,23026287,214828,3584,10137
2548,Malibu's Most Wanted,CmhweerODUA,115930,587,25,52
2549,Where the Heart Is,OFlAlUNHNP4,645300,5962,117,183
2550,Lawrence of Arabia,vOlRhGEhG7k,203608,1809,104,220
2551,Halloween II,vzOdUKVD8Ac,391304,2724,60,427
2552,Wild,tn2-GSqPyl0,9389701,19971,1102,1500
2553,The Last House on the Left,2EZyJxabVck,2055222,8637,376,597
2554,The Wedding Date,DS1bOLtMNfc,2524597,9208,235,148
2555,Halloween: Resurrection,Qwt_Qx4OQE4,376818,1028,124,445
2556,The Princess Bride,O3CIXEAjcc8,904195,3762,163,177
2557,The Great Debaters,VzkeDP1JWA8,6856,60,0,4
2558,Drive,KBiOF3y1W0Y,7661652,29151,1363,2163
2559,Confessions of a Teenage Drama Queen,AbBpMsuzUdQ,1592589,6935,190,0
2560,The Object of My Affection,5aW3yiEYdQk,451885,1818,28,132
2561,28 Weeks Later,cbpjH4XCG3c,2471789,6545,302,1404
2562,When the Game Stands Tall,qT0aE4iAnJo,5196762,9275,462,952
2563,Because of Winn-Dixie,ZpsE_7oLdAU,883038,4931,170,0
2564,Love & Basketball,Ur83i6_BjbE,1717798,11478,232,325
2565,Grosse Pointe Blank,9ccms6dQxwo,165026,560,35,45
2566,All About Steve,mtJfr-a_oHQ,2427724,6488,301,366
2567,Book of Shadows: Blair Witch 2,rxANWqgmsFc,38231,260,21,39
2568,The Craft,J60ueFp-jv8,7157334,27618,4712,4739
2569,Match Point,Q0WaX80XY5w,294903,1500,48,56
2570,Ramona and Beezus,VP5FW5KA6Go,1037405,6210,176,517
2571,The Remains of the Day,L1aCp1Z1gAo,244043,984,32,105
2572,Boogie Nights,NOFZCb2TNHM,269448,1556,40,170
2573,Nowhere to Run,5Zy5JXQUvUM,138121,265,13,9
2574,Flicka,rwybqZxdsts,439150,2229,65,1
2575,The Hills Have Eyes 2,ZCvzGoNpggY,656639,3230,153,220
2576,Urban Legends: Final Cut,rmSvqfwFWDI,64990,461,10,49
2577,Tuck Everlasting,rXbbAbDvifw,1657585,7032,200,0
2578,The Marine,I6eMP_4LP3g,1972196,8322,452,316
2579,Keanu,peOKngpMdKA,2225914,14824,603,793
2580,Country Strong,UhHRlpLuU7A,250871,921,40,73
2581,Disturbing Behavior,ipcvwwIoEHo,168201,1597,29,192
2582,The Place Beyond the Pines,G07pSbHLXgg,6504986,19464,663,3957
2583,The November Man,jREIRTyj9Mk,3055175,6727,310,730
2584,Eye of the Beholder,5E--MQm-AdE,141848,379,29,60
2585,The Hurt Locker,AIbFvqFYRT4,1651332,8345,284,307
2586,Firestarter,6DfSaJT-NzM,33896,146,5,15
2587,Killing Them Softly,VCCBo0yh6YM,881080,1415,113,252
2588,A Most Wanted Man,OUyYBrlF_W8,2687800,3215,333,360
2589,Freddy Got Fingered,raLEbdAVYaM,640046,2056,329,325
2590,VeggieTales: The Pirates Who Don't Do Anything,OTYQpS0wsJI,137353,316,36,0
2591,U2 3D,hhHjqmjeZww,2355662,1852,266,396
2592,Highlander: Endgame,a5Sjk9rDxFc,8833,78,2,4
2593,Idlewild,4_nx2TmkyMM,129842,814,17,47
2594,One Day,zVuuooZqVaU,11671583,66731,1227,2306
2595,Whip It,RQGPdXnb2Gg,4884847,17411,844,1641
2596,Knockaround Guys,dvyeucAN6Q8,264408,350,21,24
2597,Confidence,6-AeSFk_wPY,235584,473,42,28
2598,The Muse,eTXP1VGp7VQ,222428,1056,70,90
2599,De-Lovely,sjqQ1c9EJkY,77420,335,13,21
2600,New York Stories,mqNoTUstmDc,16270,153,4,
2601,Barney's Great Adventure,02Hr9BpK3jU,230163,381,69,55
2602,The Man with the Iron Fists,mVi4yXNWZf8,929160,2980,179,155
2603,Home Fries,TgaV1oNx_i4,35422,183,3,30
2604,Here On Earth,2M3Q4-zCTHc,5292153,8591,2453,
2605,Brazil,ZKPFC8DA9_8,955756,6209,167,544
2606,Raise Your Voice,BBntfOIjsRw,804235,4668,107,154
2607,The Big Lebowski,cd-go0oBF4Y,3918611,9818,379,801
2608,Black Snake Moan,wIoumDCBcuY,6530321,28217,2177,833
2609,Dark Blue,menCzAgHSDA,134741,383,33,44
2610,A Mighty Heart,tF-r1Q_BEfY,49789,416,20,21
2611,Whatever It Takes,G4Cj0sAsPWA,278431,1182,31,46
2612,Boat Trip,KyOAP2UIgz4,925097,814,92,89
2613,The Importance of Being Earnest,N_K6rkT8ovk,295343,1067,30,34
2614,The Love Letter,jdS6oxZJraE,3020763,26704,1524,1989
2615,Hoot,HgT_xT587MY,1005272,2187,132,544
2616,In Bruges,p-gG2qo_l_A,1079624,3524,163,248
2617,Peeples,pjgV2hkAaVE,396903,930,138,194
2618,The Rocker,jJgicorhpWc,766879,1135,83,222
2619,Post Grad,iFR4SgfqAFc,7419107,19161,1448,1565
2620,Promised Land,vzEcZJSdW-4,788172,375,60,78
2621,Whatever Works,7VeTEP3xoXo,586045,1141,82,106
2622,The In Crowd,grzUW2nrMyc,78041,238,14,40
2623,The Three Burials of Melquiades Estrada,mpQsgSBEaQY,107914,247,11,43
2624,Jakob the Liar,ku6-0kdavww,46473,138,9,21
2625,Kiss Kiss Bang Bang,__PnD1HWXSo,2336195,11374,361,419
2626,Idle Hands,vlmCEc8BmEQ,118948,1159,41,89
2627,Mulholland Drive,jbZJ487oJlY,1570751,8884,248,641
2628,Blood and Chocolate,kZ8IEzI86Ro,441448,1316,73,200
2629,You Will Meet a Tall Dark Stranger,BMOpyl14mII,217777,208,36,34
2630,Never Let Me Go,sXiRZhDEo8A,15588819,47949,1245,5284
2631,The Company,xOQOfRXtu_4,35058,106,5,22
2632,Transsiberian,4yx_qhqBXWI,13804,37,3,0
2633,The Clan of the Cave Bear,HkJ4kB07ZNs,160718,414,23,73
2634,Crazy in Alabama,N087EJuQudM,181820,410,32,52
2635,Funny Games,sO0uNzygnfg,76718,530,19,85
2636,Listening,AECM7Q1s-08,423948,397,65,82
2637,Felicia's Journey,z2yPGlwHk_I,74497,158,9,28
2638,Metropolis,gdtZv3XROnc,465087,4740,97,374
2639,District B13,Mcmkx1klOpE,1300737,2060,133,134
